,id,match_date,kick_off_time,section,round,home_team,away_team,venue,weather,temperature,humidity,attendance,day_of_the_week,kick_off_time_hour,month,home_team_id,capacity,away_team_id,match_date_tear
2777,16826,"2015,3,22",16:04,3,1,湘南,仙台,3,12,16.6,46,11315,0,16,3,22,15732,4,2015
2778,16827,"2015,3,22",17:04,3,1,名古屋,鹿島,26,29,16.3,53,16053,0,17,3,6,20223,28,2015
2779,16828,"2015,3,22",17:04,3,1,神戸,FC東京,12,1,17.1,36,21218,0,17,3,25,28425,1,2015
2780,16829,"2015,3,22",19:04,3,1,山形,川崎F,2,14,10.8,49,12081,0,19,3,9,20784,10,2015
2781,16830,"2015,4,3",19:04,4,1,鹿島,鳥栖,52,12,19.4,88,8539,5,19,4,28,37496,27,2015
2782,16831,"2015,4,3",19:04,4,1,G大阪,名古屋,21,34,19.3,93,10702,5,19,4,2,21000,6,2015
2783,16832,"2015,4,4",13:34,4,2,仙台,清水,19,1,11.3,55,14706,6,13,4,4,19694,21,2015
2784,16833,"2015,4,4",14:04,4,2,山形,湘南,2,1,16.3,28,7321,6,14,4,9,20784,22,2015
2785,16834,"2015,4,4",15:05,4,2,浦和,松本,29,12,13.6,52,37154,6,15,4,20,62010,16,2015
2786,16835,"2015,4,4",15:03,4,2,川崎F,新潟,55,12,15.7,54,17643,6,15,4,10,26827,13,2015
2787,16836,"2015,4,4",16:03,4,2,FC東京,甲府,27,12,13.9,53,20743,6,16,4,1,48999,23,2015
2788,16837,"2015,4,4",18:34,4,2,広島,神戸,7,40,16.3,94,11577,6,18,4,11,36894,25,2015
2789,16838,"2015,4,4",19:04,4,2,柏,横浜FM,42,12,10.6,73,12378,6,19,4,17,15109,19,2015
2790,16839,"2015,4,12",13:03,5,1,松本,柏,47,1,14.7,33,18514,0,13,4,16,20336,17,2015
2791,16840,"2015,4,12",14:04,5,1,横浜FM,仙台,41,1,17.3,30,20207,0,14,4,19,72081,4,2015
2792,16841,"2015,4,12",14:04,5,1,名古屋,広島,56,12,18.2,60,15080,0,14,4,6,41255,11,2015
2793,16842,"2015,4,12",15:04,5,1,清水,G大阪,0,12,16.4,36,16027,0,15,4,21,20248,2,2015
2794,16843,"2015,4,12",16:04,5,1,湘南,FC東京,3,12,16.1,44,14581,0,16,4,22,15732,1,2015
2795,16844,"2015,4,12",16:04,5,1,神戸,甲府,12,2,16.6,50,15494,0,16,4,25,28425,23,2015
2796,16845,"2015,4,12",16:04,5,1,鳥栖,山形,15,29,18.8,50,8852,0,16,4,27,24130,9,2015
2797,16846,"2015,4,12",17:03,5,1,川崎F,浦和,55,12,14.9,51,24992,0,17,4,10,26827,20,2015
2798,16847,"2015,4,12",19:04,5,1,鹿島,新潟,52,12,11.4,79,10261,0,19,4,28,37496,13,2015
2799,16848,"2015,4,16",19:04,6,1,柏,鹿島,42,12,17.3,59,10076,4,19,4,17,15109,28,2015
2800,16849,"2015,4,18",14:04,6,2,仙台,川崎F,19,1,18.2,27,13644,6,14,4,4,19694,10,2015
2801,16850,"2015,4,18",14:04,6,2,山形,松本,2,3,16.8,20,7067,6,14,4,9,20784,16,2015
2802,16851,"2015,4,18",14:04,6,2,甲府,鳥栖,34,1,18.6,31,8033,6,14,4,23,15859,27,2015
2803,16852,"2015,4,18",14:03,6,2,新潟,神戸,10,1,16.6,36,16068,6,14,4,13,41684,25,2015
2804,16853,"2015,4,18",16:03,6,2,FC東京,広島,27,1,17.6,46,24369,6,16,4,1,48999,11,2015
2805,16854,"2015,4,18",17:04,6,2,浦和,横浜FM,29,1,17.9,45,33793,6,17,4,20,62010,19,2015
2806,16855,"2015,4,18",18:34,6,2,湘南,G大阪,3,1,16.2,54,14538,6,18,4,22,15732,2,2015
2807,16856,"2015,4,18",19:04,6,2,名古屋,清水,13,1,15.3,35,9986,6,19,4,6,20223,21,2015
2808,16857,"2015,4,25",14:04,7,1,鹿島,神戸,52,26,17.9,46,12275,6,14,4,28,37496,25,2015
2809,16858,"2015,4,25",14:03,7,1,松本,仙台,47,1,18.8,34,13772,6,14,4,16,20336,4,2015
2810,16859,"2015,4,25",14:04,7,1,広島,清水,7,1,22.5,41,11653,6,14,4,11,36894,21,2015
2811,16860,"2015,4,25",15:03,7,1,横浜FM,湘南,41,20,19.4,34,20388,6,15,4,19,72081,22,2015
2812,16861,"2015,4,25",15:04,7,1,鳥栖,柏,15,1,22.4,12,9242,6,15,4,27,24130,17,2015
2813,16862,"2015,4,25",17:04,7,1,浦和,名古屋,29,1,16.0,30,29803,6,17,4,20,62010,6,2015
2814,16863,"2015,4,25",18:34,7,1,山形,FC東京,2,1,11.5,33,11524,6,18,4,9,20784,1,2015
2815,16864,"2015,4,25",19:04,7,1,川崎F,甲府,55,12,16.7,29,16953,6,19,4,10,26827,23,2015
2816,16865,"2015,4,26",14:03,7,2,G大阪,新潟,21,1,24.3,18,17417,0,14,4,2,21000,13,2015
2817,16866,"2015,4,29",14:03,8,1,仙台,鹿島,19,1,20.1,52,17011,3,14,4,4,19694,28,2015
2818,16867,"2015,4,29",14:04,8,1,川崎F,柏,55,1,23.0,36,20961,3,14,4,10,26827,17,2015
2819,16868,"2015,4,29",14:04,8,1,新潟,FC東京,10,1,20.8,50,22318,3,14,4,13,41684,1,2015
2820,16869,"2015,4,29",14:04,8,1,清水,山形,0,12,20.4,61,11348,3,14,4,21,20248,9,2015
2821,16870,"2015,4,29",16:04,8,1,湘南,鳥栖,3,1,20.8,62,9603,3,16,4,22,15732,27,2015
2822,16871,"2015,4,29",16:03,8,1,G大阪,松本,21,1,22.9,38,17173,3,16,4,2,21000,16,2015
2823,16872,"2015,4,29",16:04,8,1,神戸,名古屋,12,12,21.1,49,17052,3,16,4,25,28425,6,2015
2824,16873,"2015,4,29",19:04,8,1,横浜FM,広島,41,1,18.2,68,19284,3,19,4,19,72081,11,2015
2825,16874,"2015,4,29",19:04,8,1,甲府,浦和,34,1,18.7,46,13708,3,19,4,23,15859,20,2015
2826,16875,"2015,5,2",13:04,9,1,名古屋,湘南,13,1,28.0,32,11375,6,13,5,6,20223,22,2015
2827,16876,"2015,5,2",14:04,9,1,山形,横浜FM,2,1,29.8,28,12188,6,14,5,9,20784,19,2015
2828,16877,"2015,5,2",14:03,9,1,浦和,G大阪,29,1,26.0,31,53148,6,14,5,20,62010,2,2015
2829,16878,"2015,5,2",15:03,9,1,鹿島,甲府,52,1,17.8,83,15340,6,15,5,28,37496,23,2015
2830,16879,"2015,5,2",16:04,9,1,柏,清水,42,1,24.8,52,13960,6,16,5,17,15109,21,2015
2831,16880,"2015,5,2",16:04,9,1,FC東京,川崎F,27,1,25.6,38,42604,6,16,5,1,48999,10,2015
2832,16881,"2015,5,2",16:04,9,1,広島,仙台,7,1,25.3,53,15566,6,16,5,11,36894,4,2015
2833,16882,"2015,5,2",18:33,9,1,松本,新潟,47,1,23.0,38,18398,6,18,5,16,20336,13,2015
2834,16883,"2015,5,2",19:04,9,1,鳥栖,神戸,15,1,23.6,50,20792,6,19,5,27,24130,25,2015
2835,16884,"2015,5,6",14:03,10,1,松本,甲府,47,1,24.0,25,16916,3,14,5,16,20336,23,2015
2836,16885,"2015,5,6",14:03,10,1,新潟,山形,10,9,23.8,28,25009,3,14,5,13,41684,9,2015
2837,16886,"2015,5,6",14:03,10,1,清水,鳥栖,0,2,18.9,63,14029,3,14,5,21,20248,27,2015
2838,16887,"2015,5,6",15:05,10,1,川崎F,広島,55,2,22.6,32,21141,3,15,5,10,26827,11,2015
2839,16888,"2015,5,6",15:03,10,1,横浜FM,名古屋,41,1,21.4,34,22514,3,15,5,19,72081,6,2015
2840,16889,"2015,5,6",17:04,10,1,湘南,神戸,3,12,19.4,66,9157,3,17,5,22,15732,25,2015
2841,16890,"2015,5,6",19:04,10,1,仙台,FC東京,19,1,17.1,66,14368,3,19,5,4,19694,1,2015
2842,16891,"2015,6,3",19:03,10,2,柏,浦和,42,12,21.8,90,12620,3,19,6,17,15109,20,2015
2843,16892,"2015,6,3",19:03,10,2,G大阪,鹿島,21,9,21.8,56,13110,3,19,6,2,21000,28,2015
2844,16893,"2015,5,10",13:04,11,1,名古屋,川崎F,56,1,23.0,27,16952,0,13,5,6,41255,10,2015
2845,16894,"2015,5,10",14:04,11,1,山形,柏,2,12,13.3,43,8285,0,14,5,9,20784,17,2015
2846,16895,"2015,5,10",14:03,11,1,横浜FM,新潟,41,1,25.7,42,19784,0,14,5,19,72081,13,2015
2847,16896,"2015,5,10",14:04,11,1,甲府,湘南,34,1,28.5,16,10350,0,14,5,23,15859,22,2015
2848,16897,"2015,5,10",15:04,11,1,仙台,浦和,19,1,16.2,41,19195,0,15,5,4,19694,20,2015
2849,16898,"2015,5,10",15:04,11,1,鳥栖,松本,15,1,25.3,35,10648,0,15,5,27,24130,16,2015
2850,16899,"2015,5,10",16:04,11,1,FC東京,鹿島,27,2,22.8,23,42070,0,16,5,1,48999,28,2015
2851,16900,"2015,5,10",16:04,11,1,神戸,清水,12,1,21.8,31,14397,0,16,5,25,28425,21,2015
2852,16901,"2015,5,10",19:04,11,1,広島,G大阪,7,1,17.6,53,17372,0,19,5,11,36894,2,2015
2853,16902,"2015,5,14",19:03,12,1,柏,湘南,42,12,20.6,65,6701,4,19,5,17,15109,22,2015
2854,16903,"2015,5,16",14:04,12,2,甲府,山形,34,12,26.2,45,9159,6,14,5,23,15859,9,2015
2855,16904,"2015,5,16",14:03,12,2,松本,神戸,47,12,20.9,72,11743,6,14,5,16,20336,25,2015
2856,16905,"2015,5,16",14:03,12,2,新潟,仙台,10,12,17.3,75,16764,6,14,5,13,41684,4,2015
2857,16906,"2015,5,16",15:04,12,2,鹿島,広島,52,12,19.5,77,13523,6,15,5,28,37496,11,2015
2858,16907,"2015,5,16",15:04,12,2,清水,横浜FM,0,12,20.3,89,12978,6,15,5,21,20248,19,2015
2859,16908,"2015,5,16",18:33,12,2,G大阪,川崎F,21,12,20.1,67,18842,6,18,5,2,21000,10,2015
2860,16909,"2015,5,16",15:34,12,2,浦和,FC東京,29,12,23.6,69,42995,6,15,5,20,62010,1,2015
2861,16910,"2015,5,16",19:04,12,2,名古屋,鳥栖,56,13,21.0,61,14825,6,19,5,6,41255,27,2015
2862,16911,"2015,5,23",18:34,13,1,仙台,甲府,19,1,20.9,63,13165,6,18,5,4,19694,23,2015
2863,16912,"2015,5,23",14:05,13,1,山形,神戸,2,1,28.6,18,7894,6,14,5,9,20784,25,2015
2864,16913,"2015,5,23",17:04,13,1,湘南,清水,3,1,21.1,73,13248,6,17,5,22,15732,21,2015
2865,16914,"2015,5,23",19:03,13,1,FC東京,名古屋,27,12,21.6,56,23460,6,19,5,1,48999,6,2015
2866,16915,"2015,5,23",19:04,13,1,川崎F,鳥栖,55,12,21.8,53,14881,6,19,5,10,26827,27,2015
2867,16916,"2015,5,23",19:04,13,1,松本,横浜FM,47,12,20.4,43,18906,6,19,5,16,20336,19,2015
2868,16917,"2015,5,23",19:04,13,1,広島,新潟,7,12,18.4,83,10460,6,19,5,11,36894,13,2015
2869,16918,"2015,6,23",19:03,13,2,柏,G大阪,42,14,22.3,75,9997,2,19,6,17,15109,2,2015
2870,16919,"2015,5,23",19:04,13,1,浦和,鹿島,29,1,23.0,50,41269,6,19,5,20,62010,28,2015
2871,16920,"2015,5,30",13:03,14,1,新潟,甲府,10,1,27.9,46,23197,6,13,5,13,41684,23,2015
2872,16921,"2015,5,30",14:04,14,1,名古屋,山形,56,1,30.3,33,13662,6,14,5,6,41255,9,2015
2873,16922,"2015,5,30",16:04,14,1,神戸,仙台,12,12,24.4,59,14906,6,16,5,25,28425,4,2015
2874,16923,"2015,5,30",19:03,14,1,鹿島,松本,52,1,20.6,84,17155,6,19,5,28,37496,16,2015
2875,16924,"2015,5,30",19:04,14,1,FC東京,柏,27,12,24.6,57,23439,6,19,5,1,48999,17,2015
2876,16925,"2015,5,30",19:04,14,1,横浜FM,G大阪,41,1,24.3,65,35044,6,19,5,19,72081,2,2015
2877,16926,"2015,5,30",19:04,14,1,湘南,広島,3,1,24.1,60,11276,6,19,5,22,15732,11,2015
2878,16927,"2015,5,30",19:04,14,1,清水,川崎F,0,1,20.9,90,13055,6,19,5,21,20248,10,2015
2879,16928,"2015,5,30",19:04,14,1,鳥栖,浦和,15,32,20.9,76,19249,6,19,5,27,24130,20,2015
2880,16929,"2015,6,7",16:04,15,1,仙台,鳥栖,19,1,20.3,51,12753,0,16,6,4,19694,27,2015
2881,16930,"2015,6,7",16:04,15,1,山形,鹿島,2,1,24.3,42,13241,0,16,6,9,20784,28,2015
2882,16931,"2015,6,7",16:04,15,1,浦和,清水,29,1,24.1,46,44424,0,16,6,20,62010,21,2015
2883,16932,"2015,6,7",16:03,15,1,柏,広島,42,12,23.2,57,11352,0,16,6,17,15109,11,2015
2884,16933,"2015,6,7",16:03,15,1,川崎F,湘南,55,1,23.7,49,20857,0,16,6,10,26827,22,2015
2885,16934,"2015,6,7",16:04,15,1,甲府,横浜FM,34,12,23.4,38,13007,0,16,6,23,15859,19,2015
2886,16935,"2015,6,7",16:04,15,1,松本,FC東京,47,2,22.5,54,17617,0,16,6,16,20336,1,2015
2887,16936,"2015,6,7",16:03,15,1,新潟,名古屋,10,1,22.3,48,19030,0,16,6,13,41684,6,2015
2888,16937,"2015,6,7",16:03,15,1,G大阪,神戸,21,12,24.3,46,18437,0,16,6,2,21000,25,2015
2889,16938,"2015,6,20",16:03,16,1,川崎F,松本,55,1,24.3,52,21490,6,16,6,10,26827,16,2015
2890,16939,"2015,6,20",16:03,16,1,横浜FM,鹿島,41,1,24.8,58,28928,6,16,6,19,72081,28,2015
2891,16940,"2015,6,20",16:04,16,1,湘南,新潟,3,1,22.1,72,11175,6,16,6,22,15732,13,2015
2892,16941,"2015,6,20",16:05,16,1,清水,甲府,0,12,20.5,83,13288,6,16,6,21,20248,23,2015
2893,16942,"2015,6,20",16:05,16,1,名古屋,柏,56,12,24.3,66,15848,6,16,6,6,41255,17,2015
2894,16943,"2015,6,20",16:03,16,1,G大阪,仙台,21,12,26.6,56,14616,6,16,6,2,21000,4,2015
2895,16944,"2015,6,20",16:05,16,1,神戸,浦和,12,1,25.4,53,18143,6,16,6,25,28425,20,2015
2896,16945,"2015,6,20",16:04,16,1,広島,山形,7,2,23.8,77,12286,6,16,6,11,36894,9,2015
2897,16946,"2015,6,20",16:04,16,1,鳥栖,FC東京,15,1,26.1,56,16871,6,16,6,27,24130,1,2015
2898,16947,"2015,6,27",19:04,17,1,仙台,名古屋,19,32,20.5,95,12644,6,19,6,4,19694,6,2015
2899,16948,"2015,6,27",19:04,17,1,山形,G大阪,2,32,21.1,90,14320,6,19,6,9,20784,2,2015
2900,16949,"2015,6,27",19:03,17,1,鹿島,川崎F,52,12,22.3,97,13867,6,19,6,28,37496,10,2015
2901,16950,"2015,6,27",19:04,17,1,浦和,新潟,29,12,23.6,88,43606,6,19,6,20,62010,13,2015
2902,16951,"2015,6,27",19:04,17,1,FC東京,清水,27,12,24.0,83,41363,6,19,6,1,48999,21,2015
2903,16952,"2015,6,27",19:04,17,1,甲府,柏,34,12,25.2,70,11019,6,19,6,23,15859,17,2015
2904,16953,"2015,6,27",19:04,17,1,松本,湘南,47,12,22.9,54,15456,6,19,6,16,20336,22,2015
2905,16954,"2015,6,27",19:04,17,1,神戸,横浜FM,12,12,23.6,55,22332,6,19,6,25,28425,19,2015
2906,16955,"2015,6,27",19:04,17,1,鳥栖,広島,15,12,22.1,75,12376,6,19,6,27,24130,11,2015
2907,16956,"2015,7,11",18:04,1,1,仙台,広島,19,1,27.0,49,13373,6,18,7,4,19694,11,2015
2908,16957,"2015,7,11",19:03,1,1,柏,鳥栖,42,1,25.3,73,11371,6,19,7,17,15109,27,2015
2909,16958,"2015,7,11",18:30,1,1,川崎F,FC東京,55,1,26.1,71,23793,6,18,7,10,26827,1,2015
2910,16959,"2015,7,11",19:03,1,1,横浜FM,山形,41,1,25.9,80,20575,6,19,7,19,72081,9,2015
2911,16960,"2015,7,11",18:04,1,1,湘南,名古屋,3,1,24.6,83,10752,6,18,7,22,15732,6,2015
2912,16961,"2015,7,11",19:04,1,1,松本,浦和,47,1,23.5,64,18605,6,19,7,16,20336,20,2015
2913,16962,"2015,7,11",19:03,1,1,新潟,鹿島,10,1,25.4,61,24316,6,19,7,13,41684,28,2015
2914,16963,"2015,7,11",19:04,1,1,清水,神戸,0,1,25.3,80,14037,6,19,7,21,20248,25,2015
2915,16964,"2015,7,11",19:04,1,1,G大阪,甲府,21,1,27.4,75,14364,6,19,7,2,21000,23,2015
2916,16965,"2015,7,15",19:05,2,1,山形,浦和,2,29,24.9,81,10849,3,19,7,9,20784,20,2015
2917,16966,"2015,7,15",19:04,2,1,鹿島,清水,52,2,26.9,79,6923,3,19,7,28,37496,21,2015
2918,16967,"2015,7,15",19:03,2,1,FC東京,新潟,27,1,26.9,68,12727,3,19,7,1,48999,13,2015
2919,16968,"2015,7,15",19:04,2,1,横浜FM,柏,11,1,27.1,69,8038,3,19,7,19,15440,17,2015
2920,16969,"2015,7,15",19:03,2,1,甲府,仙台,34,1,28.1,55,7015,3,19,7,23,15859,4,2015
2921,16970,"2015,7,15",19:04,2,1,名古屋,G大阪,13,12,29.3,59,13422,3,19,7,6,20223,2,2015
2922,16971,"2015,7,15",19:04,2,1,神戸,湘南,12,1,30.6,46,7696,3,19,7,25,28425,22,2015
2923,16972,"2015,7,15",19:04,2,1,広島,松本,7,1,27.8,77,7966,3,19,7,11,36894,16,2015
2924,16973,"2015,7,15",18:04,2,1,鳥栖,川崎F,15,1,29.8,53,7524,3,18,7,27,24130,10,2015
2925,16974,"2015,7,19",19:04,3,1,仙台,神戸,19,1,27.2,61,12488,0,19,7,4,19694,25,2015
2926,16975,"2015,7,19",19:05,3,1,浦和,広島,29,1,29.1,80,41492,0,19,7,20,62010,11,2015
2927,16976,"2015,7,19",19:04,3,1,柏,川崎F,42,12,28.4,82,14055,0,19,7,17,15109,10,2015
2928,16977,"2015,7,19",19:03,3,1,FC東京,山形,27,12,29.2,69,22175,0,19,7,1,48999,9,2015
2929,16978,"2015,7,19",19:04,3,1,湘南,甲府,3,1,28.6,70,12144,0,19,7,22,15732,23,2015
2930,16979,"2015,7,19",18:04,3,1,松本,鹿島,47,12,26.7,67,17625,0,18,7,16,20336,28,2015
2931,16980,"2015,7,19",19:03,3,1,新潟,鳥栖,10,1,26.6,63,17259,0,19,7,13,41684,27,2015
2932,16981,"2015,7,19",18:34,3,1,清水,名古屋,0,1,28.0,77,14497,0,18,7,21,20248,6,2015
2933,16982,"2015,7,19",19:03,3,1,G大阪,横浜FM,21,1,28.2,66,16787,0,19,7,2,21000,19,2015
2934,16983,"2015,7,25",19:04,4,1,仙台,柏,19,1,27.8,68,13070,6,19,7,4,19694,17,2015
2935,16984,"2015,7,25",19:34,4,1,山形,新潟,2,12,24.9,78,11206,6,19,7,9,20784,13,2015
2936,16985,"2015,7,25",18:34,4,1,鹿島,FC東京,52,1,27.8,80,17804,6,18,7,28,37496,1,2015
2937,16986,"2015,7,25",19:03,4,1,川崎F,清水,55,1,30.0,67,20040,6,19,7,10,26827,21,2015
2938,16987,"2015,7,25",18:05,4,1,甲府,松本,34,1,29.5,68,14176,6,18,7,23,15859,16,2015
2939,16988,"2015,7,25",19:04,4,1,名古屋,浦和,13,1,31.1,61,17624,6,19,7,6,20223,20,2015
2940,16989,"2015,7,25",19:04,4,1,神戸,G大阪,12,1,27.2,75,20679,6,19,7,25,28425,2,2015
2941,16990,"2015,7,25",19:05,4,1,広島,横浜FM,7,1,26.6,76,15174,6,19,7,11,36894,19,2015
2942,16991,"2015,7,25",19:04,4,1,鳥栖,湘南,15,1,29.8,60,11960,6,19,7,27,24130,22,2015
2943,16992,"2015,7,29",19:04,5,1,山形,名古屋,2,1,27.2,76,6100,3,19,7,9,20784,6,2015
2944,16993,"2015,7,29",19:04,5,1,浦和,甲府,29,12,27.6,83,22363,3,19,7,20,62010,23,2015
2945,16994,"2015,7,29",19:03,5,1,FC東京,仙台,27,1,29.0,70,16635,3,19,7,1,48999,4,2015
2946,16995,"2015,7,29",19:33,5,1,横浜FM,清水,41,12,27.9,79,14848,3,19,7,19,72081,21,2015
2947,16996,"2015,7,29",19:04,5,1,湘南,柏,3,1,26.6,87,10411,3,19,7,22,15732,17,2015
2948,16997,"2015,7,29",19:04,5,1,松本,川崎F,47,4,26.8,76,15610,3,19,7,16,20336,10,2015
2949,16998,"2015,7,29",19:00,5,1,新潟,G大阪,10,1,27.6,81,19650,3,19,7,13,41684,2,2015
2950,16999,"2015,7,29",19:05,5,1,神戸,広島,12,1,29.7,60,9538,3,19,7,25,28425,11,2015
2951,17000,"2015,7,29",19:04,5,1,鳥栖,鹿島,15,1,28.5,71,15794,3,19,7,27,24130,28,2015
2952,17001,"2015,7,22",19:03,6,1,G大阪,鳥栖,21,14,24.9,95,11156,3,19,7,2,21000,27,2015
2953,17002,"2015,8,12",19:04,6,2,仙台,松本,19,1,25.0,85,15757,3,19,8,4,19694,16,2015
2954,17003,"2015,8,12",19:04,6,2,柏,神戸,42,12,25.1,83,12383,3,19,8,17,15109,25,2015
2955,17004,"2015,8,12",19:03,6,2,川崎F,山形,55,12,28.8,65,19154,3,19,8,10,26827,9,2015
2956,17005,"2015,8,12",19:04,6,2,甲府,FC東京,34,1,28.9,53,12164,3,19,8,23,15859,1,2015
2957,17006,"2015,8,12",19:03,6,2,新潟,浦和,10,1,27.6,71,27447,3,19,8,13,41684,20,2015
2958,17007,"2015,8,12",19:04,6,2,清水,湘南,0,1,28.3,80,15946,3,19,8,21,20248,22,2015
2959,17008,"2015,8,12",19:04,6,2,名古屋,横浜FM,13,1,30.9,40,17093,3,19,8,6,20223,19,2015
2960,17009,"2015,8,12",19:04,6,2,広島,鹿島,7,34,22.2,91,16689,3,19,8,11,36894,28,2015
2961,17010,"2015,8,16",18:04,7,1,山形,鳥栖,2,12,26.7,70,10096,0,18,8,9,20784,27,2015
2962,17011,"2015,8,16",19:04,7,1,鹿島,仙台,52,1,26.1,94,16554,0,19,8,28,37496,4,2015
2963,17012,"2015,8,16",18:04,7,1,浦和,湘南,29,12,26.4,86,36185,0,18,8,20,62010,22,2015
2964,17013,"2015,8,16",18:04,7,1,FC東京,G大阪,27,34,26.4,87,37978,0,18,8,1,48999,2,2015
2965,17014,"2015,8,16",18:03,7,1,横浜FM,甲府,41,4,28.0,85,19207,0,18,8,19,72081,23,2015
2966,17015,"2015,8,16",18:04,7,1,松本,名古屋,47,1,27.4,57,17442,0,18,8,16,20336,6,2015
2967,17016,"2015,8,16",18:04,7,1,清水,新潟,0,1,27.2,84,14724,0,18,8,21,20248,13,2015
2968,17017,"2015,8,16",18:04,7,1,神戸,川崎F,12,0,29.2,58,15451,0,18,8,25,28425,10,2015
2969,17018,"2015,8,16",19:04,7,1,広島,柏,7,1,26.8,83,14471,0,19,8,11,36894,17,2015
2970,17019,"2015,8,22",19:04,8,2,湘南,川崎F,3,12,27.8,88,14136,6,19,8,22,15732,10,2015
2971,17020,"2015,8,22",18:04,8,2,甲府,神戸,34,1,29.8,65,9113,6,18,8,23,15859,25,2015
2972,17021,"2015,8,22",19:03,8,2,新潟,広島,10,12,25.7,83,19615,6,19,8,13,41684,11,2015
2973,17022,"2015,8,22",19:04,8,2,名古屋,FC東京,56,1,28.8,62,19011,6,19,8,6,41255,1,2015
2974,17023,"2015,8,22",19:04,8,2,鳥栖,横浜FM,15,1,27.4,60,18321,6,19,8,27,24130,19,2015
2975,17024,"2015,8,22",18:34,8,2,鹿島,山形,52,1,28.1,79,16700,6,18,8,28,37496,9,2015
2976,17025,"2015,8,22",18:34,8,2,浦和,仙台,29,1,30.1,69,33932,6,18,8,20,62010,4,2015
2977,17026,"2015,8,20",19:03,8,1,柏,松本,42,14,25.6,91,7385,4,19,8,17,15109,16,2015
2978,17027,"2015,8,22",19:00,8,2,G大阪,清水,21,1,27.4,67,15333,6,19,8,2,21000,21,2015
2979,17028,"2015,8,29",19:04,9,1,仙台,新潟,19,12,20.4,84,14573,6,19,8,4,19694,13,2015
2980,17029,"2015,8,29",18:04,9,1,清水,FC東京,0,12,25.3,75,14954,6,18,8,21,20248,1,2015
2981,17030,"2015,8,29",19:04,9,1,神戸,鳥栖,54,42,24.9,82,14637,6,19,8,25,35910,27,2015
2982,17031,"2015,8,29",19:04,9,1,広島,名古屋,7,32,22.1,93,13916,6,19,8,11,36894,6,2015
2983,17032,"2015,8,30",19:03,9,2,柏,甲府,42,34,21.5,94,8002,0,19,8,17,15109,23,2015
2984,17033,"2015,8,29",19:03,9,1,川崎F,鹿島,55,14,21.4,80,22632,6,19,8,10,26827,28,2015
2985,17034,"2015,8,29",18:30,9,1,横浜FM,浦和,41,12,22.5,82,33467,6,18,8,19,72081,20,2015
2986,17035,"2015,8,30",19:04,9,2,G大阪,湘南,21,12,25.8,74,14985,0,19,8,2,21000,22,2015
2987,17036,"2015,9,23",14:03,9,3,松本,山形,47,1,24.6,47,15412,3,14,9,16,20336,9,2015
2988,17037,"2015,9,12",19:05,10,2,山形,広島,2,1,21.1,81,8137,6,19,9,9,20784,11,2015
2989,17038,"2015,9,12",19:04,10,2,FC東京,神戸,27,1,25.1,73,22328,6,19,9,1,48999,25,2015
2990,17039,"2015,9,12",19:06,10,2,湘南,松本,3,1,24.8,71,12230,6,19,9,22,15732,16,2015
2991,17040,"2015,9,12",18:35,10,2,甲府,川崎F,34,1,24.4,62,11069,6,18,9,23,15859,10,2015
2992,17041,"2015,9,12",19:04,10,2,新潟,横浜FM,10,1,25.2,58,25336,6,19,9,13,41684,19,2015
2993,17042,"2015,9,12",18:35,10,2,名古屋,仙台,56,1,24.5,65,21008,6,18,9,6,41255,4,2015
2994,17043,"2015,9,12",19:04,10,2,鳥栖,清水,15,34,21.6,76,10501,6,19,9,27,24130,21,2015
2995,17044,"2015,9,12",18:36,10,2,鹿島,G大阪,52,1,25.0,81,22380,6,18,9,28,37496,2,2015
2996,17045,"2015,9,11",19:36,10,1,浦和,柏,29,34,24.7,78,23957,5,19,9,20,62010,17,2015
2997,17046,"2015,9,19",18:34,11,1,仙台,湘南,19,1,22.0,63,12635,6,18,9,4,19694,22,2015
2998,17047,"2015,9,19",19:04,11,1,川崎F,名古屋,55,1,25.6,63,20238,6,19,9,10,26827,6,2015
2999,17048,"2015,9,19",19:04,11,1,横浜FM,FC東京,41,1,25.3,70,30999,6,19,9,19,72081,1,2015
3000,17049,"2015,9,19",19:04,11,1,神戸,新潟,54,1,20.1,57,14471,6,19,9,25,35910,13,2015
3001,17050,"2015,9,19",19:04,11,1,広島,鳥栖,7,1,20.3,74,18625,6,19,9,11,36894,27,2015
3002,17051,"2015,9,20",19:03,11,2,柏,山形,42,1,21.9,77,10520,0,19,9,17,15109,9,2015
3003,17052,"2015,9,19",17:04,11,1,甲府,鹿島,34,2,26.5,41,12131,6,17,9,23,15859,28,2015
3004,17053,"2015,9,20",14:03,11,2,松本,G大阪,47,1,21.1,54,18052,0,14,9,16,20336,2,2015
3005,17054,"2015,9,19",19:04,11,1,清水,浦和,6,1,21.8,87,19232,6,19,9,21,51697,20,2015
3006,17055,"2015,9,26",14:04,12,1,山形,仙台,2,12,22.5,70,13737,6,14,9,9,20784,4,2015
3007,17056,"2015,9,26",18:34,12,1,FC東京,松本,27,12,23.2,75,36671,6,18,9,1,48999,16,2015
3008,17057,"2015,9,26",15:03,12,1,湘南,横浜FM,3,12,23.5,78,14046,6,15,9,22,15732,19,2015
3009,17058,"2015,9,26",19:04,12,1,新潟,川崎F,10,12,22.2,79,22573,6,19,9,13,41684,10,2015
3010,17059,"2015,9,26",15:04,12,1,清水,広島,0,2,23.2,77,13053,6,15,9,21,20248,11,2015
